turbine_id,overall_score,priority,component_scores,turbine_details,recommendations,remaining_fit_years,fit_expiry_date,repowering_window,latitude,longitude,postcode,window_priority
13563,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.06091718001369, 'capacity_mw': 0.015, 'location': 'Melton - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.936344969199179,2030-07-28 00:00:00,URGENT,52.664223997420514,-1.1855582671020637,LE15,0.0
13684,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.025325119780971, 'capacity_mw': 0.0032, 'location': 'Shropshire - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.971937029431896,2030-08-10 00:00:00,URGENT,52.71465205022303,-2.728085762250517,SY8 ,0.0
13690,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.003422313483915, 'capacity_mw': 0.015, 'location': 'Cotswold - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.993839835728953,2030-08-18 00:00:00,URGENT,51.87379818486748,-2.2654344675249103,GL54,0.0
13996,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.162217659137577, 'capacity_mw': 0.011, 'location': 'Newark and Sherwood - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.8350444900752905,2030-06-21 00:00:00,URGENT,52.94832550970745,-1.1779880033949865,NG23,0.0
16910,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.118412046543463, 'capacity_mw': 0.005, 'location': 'South Derbyshire - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.878850102669404,2030-07-07 00:00:00,URGENT,52.90198008111871,-1.496057900230074,DE65,0.0
18656,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.285420944558522, 'capacity_mw': 0.011, 'location': 'North Norfolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.7118412046543465,2030-05-07 00:00:00,URGENT,52.627408642032606,1.277653632634068,NR12,0.0
18712,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.274469541409994, 'capacity_mw': 0.011, 'location': 'Vale of White Horse - South East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.722792607802875,2030-05-11 00:00:00,URGENT,51.76809316008581,-1.273089124354059,OX12,0.0
18828,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.252566735112936, 'capacity_mw': 0.011, 'location': 'Kettering - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.744695414099931,2030-05-19 00:00:00,URGENT,52.19068147006744,-0.9276130587596936,NN14,0.0
18831,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.43874058863792, 'capacity_mw': 0.006, 'location': 'West Berkshire - South East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.558521560574949,2030-03-12 00:00:00,URGENT,51.42290501277178,-0.9650732018380395,RG20,0.0
18956,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.312799452429843, 'capacity_mw': 0.0025, 'location': 'Leicester - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.684462696783025,2030-04-27 00:00:00,URGENT,52.68054982826028,-1.1880946595080653,LE2 ,0.0
19004,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.463381245722108, 'capacity_mw': 0.015, 'location': 'East Suffolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.5338809034907595,2030-03-03 00:00:00,URGENT,52.070176708551145,1.1221500210585282,IP19,0.0
19269,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.21697467488022, 'capacity_mw': 0.0055, 'location': 'Birmingham - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.780287474332649,2030-06-01 00:00:00,URGENT,52.440756835349454,-1.9184892431363454,B4  ,0.0
21306,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.118412046543463, 'capacity_mw': 0.005, 'location': 'South Derbyshire - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.878850102669404,2030-07-07 00:00:00,URGENT,52.94333650638581,-1.487236182376135,DE65,0.0
31509,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.477070499657769, 'capacity_mw': 0.011, 'location': 'Melton - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.520191649555099,2030-02-26 00:00:00,URGENT,52.675241603304634,-1.1823783146829385,LE13,0.0
44203,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.353867214236825, 'capacity_mw': 0.006, 'location': 'New Forest - South East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.643394934976044,2030-04-12 00:00:00,URGENT,50.67668103146102,-1.8518120632880006,BH23,0.0
54078,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.162217659137577, 'capacity_mw': 0.011, 'location': 'Newark and Sherwood - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.8350444900752905,2030-06-21 00:00:00,URGENT,52.952955073396595,-1.164295709168283,NG23,0.0
54222,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.5564681724846, 'capacity_mw': 0.01, 'location': 'Shropshire - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.440793976728268,2030-01-28 00:00:00,URGENT,52.72487285962508,-2.778717157550657,SY7 ,0.0
99629,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.534565366187543, 'capacity_mw': 0.006, 'location': 'Great Yarmouth - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.462696783025325,2030-02-05 00:00:00,URGENT,52.606071375153164,1.3422608977631034,NR30,0.0
242962,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.285420944558522, 'capacity_mw': 0.011, 'location': 'Melton - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.7118412046543465,2030-05-07 00:00:00,URGENT,52.620500180189254,-1.1497065359832062,LE13,0.0
302006,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.121149897330595, 'capacity_mw': 0.012, 'location': 'South Hams - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.876112251882272,2030-07-06 00:00:00,URGENT,50.46450578997755,-3.483492208889615,TQ6 ,0.0
622867,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 17.965776865160848, 'capacity_mw': 0.005, 'location': 'Shropshire - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",2.0314852840520192,2027-09-01 00:00:00,URGENT,52.70078098117959,-2.703939819066279,SY13,0.0
622878,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 17.883641341546884, 'capacity_mw': 0.006, 'location': 'Wellingborough - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",2.113620807665982,2027-10-01 00:00:00,URGENT,52.22448176951751,-0.9278677700650388,NN29,0.0
622928,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 17.13347022587269, 'capacity_mw': 0.006, 'location': 'East Cambridgeshire - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",2.863791923340178,2028-07-01 00:00:00,URGENT,52.18748501289295,0.08518268617863915,CB7 ,0.0
622933,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 17.05681040383299, 'capacity_mw': 0.005, 'location': 'South Somerset - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",2.940451745379877,2028-07-29 00:00:00,URGENT,51.040036863695086,-3.1181384509100494,TA19,0.0
622941,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 16.90075290896646, 'capacity_mw': 0.0023, 'location': 'Isle of Wight - South East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.0965092402464065,2028-09-24 00:00:00,URGENT,50.79812664477347,-1.1279578566401585,PO38,0.0
622942,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 16.958247775496236, 'capacity_mw': 0.006, 'location': 'Shropshire - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.0390143737166326,2028-09-03 00:00:00,URGENT,52.72766197076657,-2.7528155183104275,SY9 ,0.0
622946,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 16.974674880219027, 'capacity_mw': 0.006, 'location': 'Sedgemoor - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.02258726899384,2028-08-28 00:00:00,URGENT,51.04850312016663,-3.1339163838740003,TA3 ,0.0
622948,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 16.895277207392198, 'capacity_mw': 0.005, 'location': 'Colchester - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.1019849418206706,2028-09-26 00:00:00,URGENT,51.939353462768594,0.8570444194209019,CO5 ,0.0
622952,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 16.80766598220397, 'capacity_mw': 0.006, 'location': 'Boston - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.189596167008898,2028-10-28 01:00:00,URGENT,52.60084372302636,-0.24092773599662845,PE20,0.0
622991,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 16.687200547570157, 'capacity_mw': 0.006, 'location': 'South Cambridgeshire - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.3100616016427105,2028-12-11 00:00:00,URGENT,52.591802241436795,-0.22905377949892186,PE19,0.0
